FROMNODENO,TONODENO,WKT
30612,30205,"LINESTRING (-1.50174541782605 52.4255035238832, -1.49450202009747 52.4250783568991)"
30225,30613,"LINESTRING (-1.48527283244314 52.4536001536001, -1.48485494259148 52.455245769281)"
30613,30225,"LINESTRING (-1.48485494259148 52.455245769281, -1.48527283244314 52.4536001536001)"
30072,30672,"LINESTRING (-1.54331080550213 52.4450280671038, -1.54485948567882 52.4466181758304)"
30672,30072,"LINESTRING (-1.54485948567882 52.4466181758304, -1.54331080550213 52.4450280671038)"
30007,30614,"LINESTRING (-1.5954885049781 52.4012980060599, -1.59530841467046 52.4008530886613)"
30614,30007,"LINESTRING (-1.59530841467046 52.4008530886613, -1.5954885049781 52.4012980060599)"
30615,30616,"LINESTRING (-1.54808051230244 52.3902948964321, -1.54769364432176 52.3902725632288)"
30616,30615,"LINESTRING (-1.54769364432176 52.3902725632288, -1.54808051230244 52.3902948964321)"
30615,30617,"LINESTRING (-1.54808051230244 52.3902948964321, -1.54768696204395 52.3904194954263)"
30617,30615,"LINESTRING (-1.54768696204395 52.3904194954263, -1.54808051230244 52.3902948964321)"
30063,30618,"LINESTRING (-1.54698302497458 52.390412545558, -1.5473863763729 52.3902989148547)"
30618,30063,"LINESTRING (-1.5473863763729 52.3902989148547, -1.54698302497458 52.390412545558)"
30616,30617,"LINESTRING (-1.54769364432176 52.3902725632288, -1.54768696204395 52.3904194954263)"
30617,30616,"LINESTRING (-1.54768696204395 52.3904194954263, -1.54769364432176 52.3902725632288)"
30617,30618,"LINESTRING (-1.54768696204395 52.3904194954263, -1.5473863763729 52.3902989148547)"
30618,30617,"LINESTRING (-1.5473863763729 52.3902989148547, -1.54768696204395 52.3904194954263)"
30616,30618,"LINESTRING (-1.54769364432176 52.3902725632288, -1.5473863763729 52.3902989148547)"
30618,30616,"LINESTRING (-1.5473863763729 52.3902989148547, -1.54769364432176 52.3902725632288)"
30310,30620,"LINESTRING (-1.55850408422682 52.4013471727743, -1.55848669842122 52.400884195363)"
30620,30310,"LINESTRING (-1.55848669842122 52.400884195363, -1.55850408422682 52.4013471727743)"
30619,30620,"LINESTRING (-1.55754924411389 52.398783907003, -1.55848669842122 52.400884195363)"
30620,30619,"LINESTRING (-1.55848669842122 52.400884195363, -1.55754924411389 52.398783907003)"
30619,30621,"LINESTRING (-1.55754924411389 52.398783907003, -1.55806821780469 52.3992918233596)"
30621,30619,"LINESTRING (-1.55806821780469 52.3992918233596, -1.55754924411389 52.398783907003)"
30620,30621,"LINESTRING (-1.55848669842122 52.400884195363, -1.55806821780469 52.3992918233596)"
30621,30620,"LINESTRING (-1.55806821780469 52.3992918233596, -1.55848669842122 52.400884195363)"
30196,30622,"LINESTRING (-1.49959894376766 52.4282106080021, -1.50108082791503 52.4263233199416)"
30622,30196,"LINESTRING (-1.50108082791503 52.4263233199416, -1.49959894376766 52.4282106080021)"
30210,30623,"LINESTRING (-1.4919364283736 52.4269463053122, -1.49250188352684 52.4266110403662)"
30623,30210,"LINESTRING (-1.49250188352684 52.4266110403662, -1.4919364283736 52.4269463053122)"
30625,30627,"LINESTRING (-1.47578023427063 52.4361446042797, -1.47535679838621 52.4361863160997)"
30627,30625,"LINESTRING (-1.47535679838621 52.4361863160997, -1.47578023427063 52.4361446042797)"
30625,30628,"LINESTRING (-1.47578023427063 52.4361446042797, -1.47556234093173 52.4363018650589)"
30628,30625,"LINESTRING (-1.47556234093173 52.4363018650589, -1.47578023427063 52.4361446042797)"
30624,30629,"LINESTRING (-1.47547515104969 52.4365697298326, -1.47548523844969 52.4364414183235)"
30629,30624,"LINESTRING (-1.47548523844969 52.4364414183235, -1.47547515104969 52.4365697298326)"
30624,30630,"LINESTRING (-1.47547515104969 52.4365697298326, -1.47526760092463 52.4364828198762)"
30630,30624,"LINESTRING (-1.47526760092463 52.4364828198762, -1.47547515104969 52.4365697298326)"
30627,30628,"LINESTRING (-1.47535679838621 52.4361863160997, -1.47556234093173 52.4363018650589)"
30628,30627,"LINESTRING (-1.47556234093173 52.4363018650589, -1.47535679838621 52.4361863160997)"
30628,30629,"LINESTRING (-1.47556234093173 52.4363018650589, -1.47548523844969 52.4364414183235)"
30629,30628,"LINESTRING (-1.47548523844969 52.4364414183235, -1.47556234093173 52.4363018650589)"
30629,30630,"LINESTRING (-1.47548523844969 52.4364414183235, -1.47526760092463 52.4364828198762)"
30630,30629,"LINESTRING (-1.47526760092463 52.4364828198762, -1.47548523844969 52.4364414183235)"
30245,30250,"LINESTRING (-1.47505348626814 52.4393149364543, -1.47406683583593 52.4363887669149)"
30250,30245,"LINESTRING (-1.47406683583593 52.4363887669149, -1.47505348626814 52.4393149364543)"
30467,30631,"LINESTRING (-1.51024738662015 52.4128305462104, -1.5119952658424 52.4123700789296)"
30631,30467,"LINESTRING (-1.5119952658424 52.4123700789296, -1.51024738662015 52.4128305462104)"
30155,30631,"LINESTRING (-1.51146419058905 52.4116222574549, -1.5119952658424 52.4123700789296)"
30631,30155,"LINESTRING (-1.5119952658424 52.4123700789296, -1.51146419058905 52.4116222574549)"
30157,30634,"LINESTRING (-1.51070743721458 52.4051883721477, -1.51077344537742 52.4060704175338)"
30634,30157,"LINESTRING (-1.51077344537742 52.4060704175338, -1.51070743721458 52.4051883721477)"
30169,30633,"LINESTRING (-1.5084284172414 52.4069440399173, -1.50848655758409 52.4059655233806)"
30633,30169,"LINESTRING (-1.50848655758409 52.4059655233806, -1.5084284172414 52.4069440399173)"
30632,30633,"LINESTRING (-1.51036205137348 52.4068029233328, -1.50848655758409 52.4059655233806)"
30633,30632,"LINESTRING (-1.50848655758409 52.4059655233806, -1.51036205137348 52.4068029233328)"
30632,30634,"LINESTRING (-1.51036205137348 52.4068029233328, -1.51077344537742 52.4060704175338)"
30634,30632,"LINESTRING (-1.51077344537742 52.4060704175338, -1.51036205137348 52.4068029233328)"
30159,30635,"LINESTRING (-1.50980425905254 52.4084699508953, -1.5099220074633 52.407588020906)"
30635,30159,"LINESTRING (-1.5099220074633 52.407588020906, -1.50980425905254 52.4084699508953)"
30176,30636,"LINESTRING (-1.50655934101463 52.4069063153025, -1.50687768423754 52.4077135933785)"
30636,30176,"LINESTRING (-1.50687768423754 52.4077135933785, -1.50655934101463 52.4069063153025)"
30167,30637,"LINESTRING (-1.50854454063038 52.4053771895809, -1.50688069725281 52.4053410474109)"
30637,30167,"LINESTRING (-1.50688069725281 52.4053410474109, -1.50854454063038 52.4053771895809)"
30169,30643,"LINESTRING (-1.5084284172414 52.4069440399173, -1.50866913877369 52.4072261036372)"
30643,30169,"LINESTRING (-1.50866913877369 52.4072261036372, -1.5084284172414 52.4069440399173)"
30176,30639,"LINESTRING (-1.50655934101463 52.4069063153025, -1.50735915932596 52.40692558969)"
30639,30176,"LINESTRING (-1.50735915932596 52.40692558969, -1.50655934101463 52.4069063153025)"
30639,30640,"LINESTRING (-1.50735915932596 52.40692558969, -1.5072509574474 52.40773172393)"
30640,30639,"LINESTRING (-1.5072509574474 52.40773172393, -1.50735915932596 52.40692558969)"
30640,30641,"LINESTRING (-1.5072509574474 52.40773172393, -1.50819969127085 52.4086307539463)"
30641,30640,"LINESTRING (-1.50819969127085 52.4086307539463, -1.5072509574474 52.40773172393)"
30159,30641,"LINESTRING (-1.50980425905254 52.4084699508953, -1.50819969127085 52.4086307539463)"
30641,30159,"LINESTRING (-1.50819969127085 52.4086307539463, -1.50980425905254 52.4084699508953)"
30151,30642,"LINESTRING (-1.51324352242881 52.4099111497526, -1.51533892680498 52.4084462177244)"
30642,30151,"LINESTRING (-1.51533892680498 52.4084462177244, -1.51324352242881 52.4099111497526)"
30638,30642,"LINESTRING (-1.51559790324544 52.4076598330368, -1.51533892680498 52.4084462177244)"
30642,30638,"LINESTRING (-1.51533892680498 52.4084462177244, -1.51559790324544 52.4076598330368)"
30635,30643,"LINESTRING (-1.5099220074633 52.407588020906, -1.50866913877369 52.4072261036372)"
30643,30635,"LINESTRING (-1.50866913877369 52.4072261036372, -1.5099220074633 52.407588020906)"
30549,30644,"LINESTRING (-1.54977597088716 52.4027877838006, -1.55412234685849 52.4027327178078)"
30644,30549,"LINESTRING (-1.55412234685849 52.4027327178078, -1.54977597088716 52.4027877838006)"
30051,30645,"LINESTRING (-1.55644422412576 52.4026233257104, -1.55656920577741 52.4021226057575)"
30645,30051,"LINESTRING (-1.55656920577741 52.4021226057575, -1.55644422412576 52.4026233257104)"
30151,30646,"LINESTRING (-1.51324352242881 52.4099111497526, -1.51422327448581 52.4107163527691)"
30646,30151,"LINESTRING (-1.51422327448581 52.4107163527691, -1.51324352242881 52.4099111497526)"
30470,30647,"LINESTRING (-1.50936945389708 52.4129385498578, -1.50902090036305 52.4128966544522)"
30647,30470,"LINESTRING (-1.50902090036305 52.4128966544522, -1.50936945389708 52.4129385498578)"
30398,30648,"LINESTRING (-1.50788622444886 52.4040607660251, -1.50706548916541 52.4043037281881)"
30648,30398,"LINESTRING (-1.50706548916541 52.4043037281881, -1.50788622444886 52.4040607660251)"
30352,30354,"LINESTRING (-1.51615272994959 52.4040075087235, -1.51452174269545 52.403290152521)"
30354,30352,"LINESTRING (-1.51452174269545 52.403290152521, -1.51615272994959 52.4040075087235)"
30353,30652,"LINESTRING (-1.51113078079497 52.4029223001609, -1.5126401972545 52.4028030932052)"
30652,30353,"LINESTRING (-1.5126401972545 52.4028030932052, -1.51113078079497 52.4029223001609)"
30650,30655,"LINESTRING (-1.51522566600913 52.402367650504, -1.51508241980971 52.4027388324901)"
30655,30650,"LINESTRING (-1.51508241980971 52.4027388324901, -1.51522566600913 52.402367650504)"
30649,30653,"LINESTRING (-1.51438962006955 52.4025813208337, -1.51404200052 52.4017576346977)"
30653,30649,"LINESTRING (-1.51404200052 52.4017576346977, -1.51438962006955 52.4025813208337)"
30649,30654,"LINESTRING (-1.51438962006955 52.4025813208337, -1.51477628209852 52.4025250462054)"
30654,30649,"LINESTRING (-1.51477628209852 52.4025250462054, -1.51438962006955 52.4025813208337)"
30654,30655,"LINESTRING (-1.51477628209852 52.4025250462054, -1.51508241980971 52.4027388324901)"
30655,30654,"LINESTRING (-1.51508241980971 52.4027388324901, -1.51477628209852 52.4025250462054)"
30352,30353,"LINESTRING (-1.51615272994959 52.4040075087235, -1.51113078079497 52.4029223001609)"
30353,30352,"LINESTRING (-1.51113078079497 52.4029223001609, -1.51615272994959 52.4040075087235)"
30376,30697,"LINESTRING (-1.49175691383111 52.3886957987568, -1.49198271737741 52.3883057823849)"
30697,30376,"LINESTRING (-1.49198271737741 52.3883057823849, -1.49175691383111 52.3886957987568)"
30658,30663,"LINESTRING (-1.46316782331502 52.3788486095017, -1.46504734120928 52.3782437962419)"
30663,30658,"LINESTRING (-1.46504734120928 52.3782437962419, -1.46316782331502 52.3788486095017)"
30659,30664,"LINESTRING (-1.46448789349952 52.3775291014051, -1.46512567592827 52.3780852378451)"
30664,30659,"LINESTRING (-1.46512567592827 52.3780852378451, -1.46448789349952 52.3775291014051)"
30666,30667,"LINESTRING (-1.46679544230515 52.3780399353415, -1.46675833638532 52.3787270183205)"
30667,30666,"LINESTRING (-1.46675833638532 52.3787270183205, -1.46679544230515 52.3780399353415)"
30660,30667,"LINESTRING (-1.46649859494886 52.3788528565357, -1.46675833638532 52.3787270183205)"
30667,30660,"LINESTRING (-1.46675833638532 52.3787270183205, -1.46649859494886 52.3788528565357)"
30660,30661,"LINESTRING (-1.46649859494886 52.3788528565357, -1.46592516936808 52.3789407084232)"
30661,30660,"LINESTRING (-1.46592516936808 52.3789407084232, -1.46649859494886 52.3788528565357)"
30661,30662,"LINESTRING (-1.46592516936808 52.3789407084232, -1.465406031764 52.3788377559688)"
30662,30661,"LINESTRING (-1.465406031764 52.3788377559688, -1.46592516936808 52.3789407084232)"
30663,30664,"LINESTRING (-1.46504734120928 52.3782437962419, -1.46512567592827 52.3780852378451)"
30664,30663,"LINESTRING (-1.46512567592827 52.3780852378451, -1.46504734120928 52.3782437962419)"
30664,30665,"LINESTRING (-1.46512567592827 52.3780852378451, -1.46548922273708 52.3778964963149)"
30665,30664,"LINESTRING (-1.46548922273708 52.3778964963149, -1.46512567592827 52.3780852378451)"
30665,30695,"LINESTRING (-1.46548922273708 52.3778964963149, -1.4659708663167 52.3778033548451)"
30695,30665,"LINESTRING (-1.4659708663167 52.3778033548451, -1.46548922273708 52.3778964963149)"
30494,30496,"LINESTRING (-1.44755390250051 52.422012115525, -1.44782817286276 52.4222016272846)"
30496,30494,"LINESTRING (-1.44782817286276 52.4222016272846, -1.44755390250051 52.422012115525)"
30495,30496,"LINESTRING (-1.44729391458657 52.4222609398104, -1.44782817286276 52.4222016272846)"
30496,30495,"LINESTRING (-1.44782817286276 52.4222016272846, -1.44729391458657 52.4222609398104)"
30261,30675,"LINESTRING (-1.46962794177746 52.3814570271398, -1.47164229854356 52.3803585630615)"
30675,30261,"LINESTRING (-1.47164229854356 52.3803585630615, -1.46962794177746 52.3814570271398)"
30681,30682,"LINESTRING (-1.59995262036274 52.4338156963194, -1.59734198696147 52.4329887445849)"
30682,30681,"LINESTRING (-1.59734198696147 52.4329887445849, -1.59995262036274 52.4338156963194)"
30681,30683,"LINESTRING (-1.59995262036274 52.4338156963194, -1.60060973346454 52.4330287803003)"
30683,30681,"LINESTRING (-1.60060973346454 52.4330287803003, -1.59995262036274 52.4338156963194)"
30683,30684,"LINESTRING (-1.60060973346454 52.4330287803003, -1.5999988369258 52.4330257831979)"
30684,30683,"LINESTRING (-1.5999988369258 52.4330257831979, -1.60060973346454 52.4330287803003)"
30682,30684,"LINESTRING (-1.59734198696147 52.4329887445849, -1.5999988369258 52.4330257831979)"
30684,30682,"LINESTRING (-1.5999988369258 52.4330257831979, -1.59734198696147 52.4329887445849)"
30182,30687,"LINESTRING (-1.50510308110371 52.3779338083316, -1.50646851753822 52.37705533999)"
30687,30182,"LINESTRING (-1.50646851753822 52.37705533999, -1.50510308110371 52.3779338083316)"
30685,30686,"LINESTRING (-1.47347039927799 52.3756502311878, -1.4748478607252 52.3771324327749)"
30686,30685,"LINESTRING (-1.4748478607252 52.3771324327749, -1.47347039927799 52.3756502311878)"
30244,30688,"LINESTRING (-1.47727322709348 52.3859502061784, -1.48664219874258 52.3878179386204)"
30688,30244,"LINESTRING (-1.48664219874258 52.3878179386204, -1.47727322709348 52.3859502061784)"
30378,30689,"LINESTRING (-1.48230346852045 52.3908806957325, -1.48255417945585 52.3920606310319)"
30689,30378,"LINESTRING (-1.48255417945585 52.3920606310319, -1.48230346852045 52.3908806957325)"
30689,30690,"LINESTRING (-1.48255417945585 52.3920606310319, -1.48030470906671 52.3927053663439)"
30690,30689,"LINESTRING (-1.48030470906671 52.3927053663439, -1.48255417945585 52.3920606310319)"
30691,30692,"LINESTRING (-1.48282068888932 52.3904914372474, -1.48263032438833 52.3905747739142)"
30692,30691,"LINESTRING (-1.48263032438833 52.3905747739142, -1.48282068888932 52.3904914372474)"
30383,30692,"LINESTRING (-1.48254503367884 52.390579364785, -1.48263032438833 52.3905747739142)"
30692,30383,"LINESTRING (-1.48263032438833 52.3905747739142, -1.48254503367884 52.390579364785)"
30691,30693,"LINESTRING (-1.48282068888932 52.3904914372474, -1.48291318806528 52.39065383177)"
30693,30691,"LINESTRING (-1.48291318806528 52.39065383177, -1.48282068888932 52.3904914372474)"
30692,30693,"LINESTRING (-1.48263032438833 52.3905747739142, -1.48291318806528 52.39065383177)"
30693,30692,"LINESTRING (-1.48291318806528 52.39065383177, -1.48263032438833 52.3905747739142)"
30693,30694,"LINESTRING (-1.48291318806528 52.39065383177, -1.48364649635662 52.3912871918057)"
30694,30693,"LINESTRING (-1.48364649635662 52.3912871918057, -1.48291318806528 52.39065383177)"
30695,30696,"LINESTRING (-1.4659708663167 52.3778033548451, -1.46643834260334 52.3778786302365)"
30696,30695,"LINESTRING (-1.46643834260334 52.3778786302365, -1.4659708663167 52.3778033548451)"
30666,30696,"LINESTRING (-1.46679544230515 52.3780399353415, -1.46643834260334 52.3778786302365)"
30696,30666,"LINESTRING (-1.46643834260334 52.3778786302365, -1.46679544230515 52.3780399353415)"
30697,30698,"LINESTRING (-1.49198271737741 52.3883057823849, -1.49185935639422 52.386574841492)"
30698,30697,"LINESTRING (-1.49185935639422 52.386574841492, -1.49198271737741 52.3883057823849)"
30698,30699,"LINESTRING (-1.49185935639422 52.386574841492, -1.49121417598886 52.3862866384922)"
30699,30698,"LINESTRING (-1.49121417598886 52.3862866384922, -1.49185935639422 52.386574841492)"
30446,65454,"LINESTRING (-1.51806314577722 52.4058169868119, -1.51828022258572 52.4061553795889)"
65454,30446,"LINESTRING (-1.51828022258572 52.4061553795889, -1.51806314577722 52.4058169868119)"
30550,30700,"LINESTRING (-1.49822920284399 52.4493199888642, -1.49723825367064 52.4496030578851)"
30700,30550,"LINESTRING (-1.49723825367064 52.4496030578851, -1.49822920284399 52.4493199888642)"
30217,30701,"LINESTRING (-1.48864803651564 52.4442381139941, -1.48191138013654 52.4445294685838)"
30701,30217,"LINESTRING (-1.48191138013654 52.4445294685838, -1.48864803651564 52.4442381139941)"
30300,30704,"LINESTRING (-1.4449736964953 52.4038823177192, -1.44512082472637 52.4042479581101)"
30704,30300,"LINESTRING (-1.44512082472637 52.4042479581101, -1.4449736964953 52.4038823177192)"
30300,30705,"LINESTRING (-1.4449736964953 52.4038823177192, -1.4454203660798 52.4035374987499)"
30705,30300,"LINESTRING (-1.4454203660798 52.4035374987499, -1.4449736964953 52.4038823177192)"
